lat,lon,spring_T
31.6911663,-103.0404628,
31.7374724,-103.293786,
38.594426,-112.8885086,22.5
42.3288,-103.3188,
45.3994,-115.175,
31.3210708,-103.1542317,
44.0459,-116.7915,
31.557317,-103.0416953,
42.235,-113.3649,
31.7991786,-105.6389655,
31.786615,-105.2716588,
48.6856361,-119.5003645,19.33
34.8933416,-111.8390324,
31.8764543,-103.0524945,
31.9197702,-103.1393195,
31.6009341,-103.4757884,
32.5180611,-103.0464201,
38.8372101,-118.1104072,
38.8451768,-122.9135787,
31.5686368,-103.0504415,
31.8055396,-103.1060554,
37.3038,-104.7158,
37.3038,-104.7158,
37.3038,-104.7158,
37.3038,-104.7158,
33.1844598,-115.7129216,
31.8416221,-103.1013876,
32.485769,-103.0631884,
38.7873796,-122.7173727,
40.365596,-118.0388686,21.35
31.8449312,-103.0903358,
31.6490118,-103.0201107,
37.6382736,-113.5676078,25.6
48.6199,-109.5308,
39.0004,-104.2199,
41.09,-104.9506,
41.09,-104.9506,
41.09,-104.9506,
41.09,-104.9506,
41.09,-104.9506,
41.09,-104.9506,
31.7487337,-103.4095628,
33.5157099,-103.0089086,
31.7154897,-103.0559936,
31.9176563,-103.0668813,
31.5934428,-103.007958,
39.049899,-120.0343051,
31.3976857,-103.7110426,
31.627036,-103.0164332,
42.5180954,-115.1192146,17.27
41.27,-104.3206,
39.5232074,-118.1413596,50.36
39.5232074,-118.1413596,50.36
31.9250865,-103.0328047,
31.9074626,-103.1113524,
31.2873444,-103.1035258,
31.645016,-103.8007332,
32.1383,-103.0348459,
31.9846989,-103.3933293,
31.9309481,-103.1054554,
36.489,-107.0499,
32.1612274,-108.8346278,
42.8898719,-117.5491927,19.11
31.5518397,-103.227399,
40.2225951,-118.375976,138.88
40.2225951,-118.375976,138.88
40.2225951,-118.375976,138.88
40.2225951,-118.375976,138.88
32.8947702,-103.0030951,
31.8895616,-103.0521827,
39.0799019,-119.6309945,
48.0299,-111.9509,
31.7857432,-103.5289746,
31.2333964,-103.0806881,
39.5798673,-122.6043819,17.39
31.9026513,-103.8289825,
48.68,-104.4206,
31.4782499,-103.0751389,
32.7367422,-115.1624697,
31.6231781,-103.0037785,
31.9412316,-103.056791,
35.917,-109.777,
46.4399,-106.6807,
44.075,-111.2535,10.94
31.975443,-103.1401974,
48.3623417,-118.8736371,11.44
48.3623417,-118.8736371,11.44
48.3623417,-118.8736371,11.44
41.9473,-103.3214,
31.7570292,-103.1007363,
31.8286331,-103.0965263,
45.2564,-115.9005,
31.0878246,-103.2066725,
35.9732769,-117.7759051,
35.9732769,-117.7759051,
35.9732769,-117.7759051,
35.9732769,-117.7759051,
31.1423729,-105.0855176,
31.8058487,-106.3675572,
32.4418326,-106.0960534,
44.6434,-115.977,
31.5281751,-103.0197076,
31.7370891,-103.5412379,
31.8792709,-103.9789343,
31.6456475,-103.0614403,
31.9594609,-103.1543464,
31.6768091,-103.0304041,
32.5145125,-103.0080654,
38.5000076,-105.3338734,
31.9414809,-103.1921239,
45.8309051,-111.517851,18.19
31.665376,-103.0307251,
31.3008619,-103.1387991,
46.5226105,-121.9406916,14.07
46.5226105,-121.9406916,14.07
43.6525442,-119.9252753,
31.5417132,-103.0301466,
41.5875344,-111.0529788,
31.9700838,-103.0628096,
31.8758967,-103.0457167,
46.5434,-114.9637,
31.3784397,-110.7589748,
31.8815168,-104.0645865,
31.799284,-103.0750428,
36.1667447,-106.2338825,10.4
31.3813627,-103.8008739,
36.5333363,-106.4838926,
36.5333363,-106.4838926,
36.5333363,-106.4838926,
36.5333363,-106.4838926,
41.5332161,-113.7008584,15.3
36.0090469,-106.4306871,
40.3142097,-116.4426224,
39.533011,-117.6805469,
31.8797741,-103.5906457,
