cluster_id,n_cells,area_km2,lat_centroid,lon_centroid,score_mean,score_max,uncertainty_mean,T_est_C,T_source,HF_mW_m2,P10_MWe,P50_MWe,P90_MWe,P_th_MW,P_th_50pct_MW,P_th_10pct_MW,T_at_4km,MWe_4km_estimate
39.0,3.0,48.0,33.156665468918646,-94.5864402416384,0.6812412142753601,0.7321107983589172,0.1066056191921234,76.20671590169272,heat_flow_proxy,73.44805908203125,0.0,0.0,0.4666314525739328,209.4685691365254,104.7342845682627,41.89371382730508,76.20671590169272,16.51434530397437
10.0,4.0,64.0,28.62019403521389,-98.08459142459355,0.6811661720275879,0.7465452551841736,0.1342247277498245,79.3581771850586,heat_flow_proxy,77.22981262207031,0.0,0.0,0.9069386561180284,293.6718101074999,146.83590505374994,58.734362021499976,79.3581771850586,24.1273327133485
20.0,17.0,272.0,30.34547990953492,-101.66081747790786,0.681101381778717,0.7606484889984131,0.1160332635045051,78.24058532714844,heat_flow_proxy,75.88870239257812,0.0,0.0,3.538367101491062,1226.4316114094495,613.2158057047247,245.2863222818899,78.24058532714844,99.32569423756445
35.0,23.0,368.0,32.923885703573134,-93.23471510956962,0.6807302832603455,0.8449840545654297,0.1038047298789024,73.33522160847981,heat_flow_proxy,70.00226593017578,0.0,0.0,2.193390191964274,1530.5841854837279,765.2920927418639,306.1168370967456,73.33522160847981,115.96204668199094
49.0,25.0,400.0,38.815307222422206,-79.7281836929682,0.6789600849151611,0.8167478442192078,0.1199478358030319,77.00619379679361,heat_flow_proxy,74.40743255615234,0.0,0.0,4.300352957791371,1768.3719426418438,884.1859713209219,353.6743885283688,77.00619379679361,140.91570246434972
7.0,3.0,48.0,25.922266139657467,-98.30580355727776,0.6774186491966248,0.7245292067527771,0.1289657801389694,73.31026077270508,heat_flow_proxy,69.9723129272461,0.0,0.0,0.2285671331812198,199.55599169303585,99.77799584651792,39.91119833860717,73.31026077270508,15.113631935134874
55.0,3.0,48.0,41.612767996167634,-77.33939260863337,0.6767920851707458,0.7384332418441772,0.1029986962676048,75.0044059753418,heat_flow_proxy,72.00528717041016,0.0,0.0,0.3175445466485834,205.35388766372964,102.67694383186482,41.07077753274593,75.0044059753418,15.926732577923627
59.0,3.0,48.0,45.27787759013108,-86.51782143593692,0.6736295819282532,0.6884438395500183,0.1021976247429847,57.70898501078288,heat_flow_proxy,51.25078201293945,0.0,0.0,0.0,146.1635352867313,73.08176764336565,29.23270705734626,57.70898501078288,8.490394501047835
4.0,23.0,368.0,25.732709462731812,-97.1783878537819,0.6689767241477966,0.7832898497581482,0.1067073866724968,72.49284744262695,heat_flow_proxy,68.99141693115234,0.0,0.0,1.7656011933572056,1508.4821939087612,754.2410969543806,301.69643878175225,72.49284744262695,112.91169997787999
29.0,5.0,80.0,32.07869205892939,-94.757410974696,0.6617535948753357,0.748049795627594,0.1030710488557815,70.7581901550293,heat_flow_proxy,66.90982818603516,0.0,0.0,0.2114653101079582,318.03667667710073,159.01833833855036,63.607335335420146,70.7581901550293,23.203626726361673
30.0,8.0,128.0,32.087675170679304,-94.31648645260006,0.6609338521957397,0.7283003926277161,0.1275059282779693,73.63248189290364,heat_flow_proxy,70.35897827148438,0.0,0.0,0.7217882434481725,535.0899556733165,267.54497783665823,107.0179911346633,73.63248189290364,40.71181273237078
12.0,7.0,112.0,29.157897438529957,-97.24741330501634,0.6596410870552063,0.7336617112159729,0.125364139676094,72.88748423258464,heat_flow_proxy,69.46498107910156,0.0,0.0,0.7372969421617981,462.25460829123034,231.12730414561517,92.45092165824607,72.88748423258464,34.79808086025354
26.0,3.0,48.0,31.767277518265832,-94.8413965979524,0.6592907905578613,0.7370304465293884,0.1260125488042831,78.05833180745444,heat_flow_proxy,75.66999816894531,0.0,0.0,0.4475801284932126,215.80537921784543,107.90268960892271,43.16107584356909,78.05833180745444,17.43622428412622
13.0,3.0,48.0,29.144208887291995,-94.66142740526016,0.658078134059906,0.6815178394317627,0.1130524277687072,58.495683670043945,heat_flow_proxy,52.194820404052734,0.0,0.0,0.0,148.8558647160984,74.4279323580492,29.771172943219682,58.495683670043945,8.785172143997338
6.0,7.0,112.0,25.90857758841951,-98.59718225020802,0.6562143564224243,0.7254237532615662,0.1408757120370865,72.06886291503906,heat_flow_proxy,68.48263549804688,0.0,0.0,0.6643146709155942,455.71759115363164,227.85879557681582,91.14351823072633,72.06886291503906,33.901038990339174
3.0,3.0,48.0,25.658761528326764,-97.8558805755472,0.6543118357658386,0.7114001512527466,0.1049480438232421,73.15957387288412,heat_flow_proxy,69.79148864746094,0.0,0.0,0.2628766600828671,199.04029388392925,99.52014694196463,39.808058776785856,73.15957387288412,15.042161109968124
43.0,4.0,64.0,33.45310815666569,-92.93297328377858,0.653515636920929,0.7237115502357483,0.1258444339036941,75.97470601399739,heat_flow_proxy,73.16964721679688,0.0,0.0,0.5855528324256174,278.23274475928537,139.11637237964268,55.64654895185708,75.97470601399739,21.867034286935183
25.0,5.0,80.0,31.79123248293226,-93.27266513498516,0.6527469754219055,0.6904927492141724,0.1345854699611663,74.24269358317056,heat_flow_proxy,71.09123229980469,0.0,0.0,0.3853968288094406,337.91178178856126,168.95589089428063,67.58235635771226,74.24269358317056,25.93163884096649
18.0,3.0,48.0,30.006587615283397,-89.08238243180115,0.643169641494751,0.6658737659454346,0.1223336458206176,54.61473782857259,heat_flow_proxy,47.53768539428711,0.0,0.0,0.0,135.57405143248664,67.78702571624332,27.11481028649733,54.61473782857259,7.373669122390361
53.0,3.0,48.0,41.073781291173006,-80.20390225898466,0.643032968044281,0.6655631065368652,0.1351987570524215,75.16030629475912,heat_flow_proxy,72.19236755371094,0.0,0.0,0.4160648119530599,205.88742742901823,102.94371371450912,41.17748548580365,75.16030629475912,16.002434359922493
28.0,4.0,64.0,31.9978440531802,-93.94529999267236,0.6429837346076965,0.6930128335952759,0.1217486932873725,78.22179794311523,heat_flow_proxy,75.86615753173828,0.0,0.0,0.8390878477510724,288.48641543744117,144.24320771872058,57.69728308748824,78.22179794311523,23.35811663826959
48.0,7.0,112.0,37.58662286330304,-80.25960700910368,0.6421178579330444,0.7032886147499084,0.1248672977089881,78.76925150553384,heat_flow_proxy,76.52310180664062,0.0,0.0,1.3267700863954257,509.22286166864814,254.61143083432407,101.84457233372963,78.76925150553384,41.52299787419353
57.0,7.0,112.0,44.726913402803234,-86.62923093617496,0.6420757174491882,0.671081006526947,0.1155828759074211,57.14297612508138,heat_flow_proxy,50.571571350097656,0.0,0.0,0.0,336.52844270541834,168.26422135270917,67.30568854108367,57.14297612508138,19.322359293642677
9.0,5.0,80.0,27.5368307581747,-98.85171010844418,0.636432409286499,0.657931387424469,0.1280285716056823,92.19746271769206,heat_flow_proxy,92.63695526123048,0.0,0.010864547561178,4.328035863174865,440.3231959713214,220.1615979856607,88.06463919426429,92.19746271769206,41.86788369445619
16.0,4.0,64.0,29.850880344951616,-84.31694818363823,0.6356397867202759,0.6509812474250793,0.1249802932143211,55.90242385864258,heat_flow_proxy,49.08290863037109,0.0,0.0,0.0,186.64122226165904,93.32061113082952,37.32824445233181,55.90242385864257,10.440084992579958
58.0,10.0,160.0,45.27308659719779,-87.36517638486283,0.6322880983352661,0.6850311756134033,0.1096375957131385,54.64457194010416,heat_flow_proxy,47.573486328125,0.0,0.0,0.0,452.2538437155392,226.1269218577696,90.45076874310784,54.644571940104164,24.613691652406175
17.0,3.0,48.0,29.97065516828376,-89.47231568263432,0.6261479258537292,0.645253598690033,0.1189487352967262,53.9172108968099,heat_flow_proxy,46.70065307617188,0.0,0.0,0.0,133.1868956085212,66.5934478042606,26.637379121704242,53.9172108968099,7.131464266607868
23.0,6.0,96.0,31.08456102527264,-81.11874565517014,0.6260071396827698,0.6557711362838745,0.1306162029504776,55.50931612650553,heat_flow_proxy,48.61117935180664,0.0,0.0,0.0,277.27115760784073,138.63557880392037,55.45423152156815,55.50931612650553,15.378931894900719
24.0,4.0,64.0,31.665468918433515,-96.10493030497906,0.6194631457328796,0.6501583456993103,0.1368065476417541,75.14544169108072,heat_flow_proxy,72.17453002929688,0.0,0.0,0.395938999584923,274.4487414605554,137.2243707302777,54.889748292111086,75.14544169108072,21.326946782456453
