discovery_id,lat,lon,area_km2,p_mean,p_std,n_cells,province,plausibility
96,43.56198260000001,-121.688401,80.0,0.9995468258857727,0.0001930020225699991,5,Cascades,plausible
84,42.58821425,-121.82208649999998,64.0,0.9995429515838623,0.0002347896370338276,4,Cascades,plausible
73,42.058209000000005,-119.5705765,64.0,0.9995421171188354,0.00015375978546217084,4,Other,implausible
67,41.96216053846153,-113.04967392307692,208.0,0.9995413422584534,0.00025000504683703184,13,Basin_and_Range,plausible
65,41.46832,-115.040188,48.0,0.9995407462120056,0.00020457028585951775,3,Basin_and_Range,plausible
80,42.43849566666666,-120.18426666666666,48.0,0.9995400309562683,0.00016781054728198797,3,Cascades,plausible
70,41.901006374999994,-120.737374125,256.0,0.9995396137237549,0.0002667405642569065,16,Cascades,plausible
24,38.39489830000001,-117.59346620000001,160.0,0.9995384216308594,0.0002657819422893226,10,Basin_and_Range,plausible
58,41.26470066666667,-119.965372,48.0,0.999537467956543,0.0002422055695205927,3,Other,implausible
19,37.755300000000005,-107.23417,64.0,0.9995356798171997,0.0002892775519285351,4,Rocky_Mountain,implausible
25,38.37672064705882,-123.03268647058825,272.0,0.9995352625846863,0.000270822987658903,17,Other,plausible
41,39.93691242857143,-119.91399814285715,112.0,0.9995349645614624,0.0002617852878756821,7,Other,plausible
89,42.8792672,-119.05225720000001,80.0,0.9995339512825012,0.000279914413113147,5,Other,plausible
60,41.355730400000006,-115.712518,80.0,0.9995285272598267,0.0003110869729425758,5,Basin_and_Range,plausible
27,39.03476330841121,-113.1046044953271,1712.0,0.9995269179344177,0.00029860928771086037,107,Basin_and_Range,plausible
49,40.740260357142866,-114.78108967857142,448.0,0.9995258450508118,0.00026635872200131416,28,Basin_and_Range,plausible
38,39.163197454545454,-118.0151980909091,176.0,0.9995226263999939,0.00031443245825357735,11,Other,plausible
50,40.691280750000004,-119.988824625,384.0,0.9995211958885193,0.0002486702869646251,24,Other,implausible
0,32.660480199203185,-107.23907724701195,4016.0,0.9995206594467163,0.0002776384062599391,251,Rocky_Mountain,implausible
79,42.48179884615384,-113.24090684615383,208.0,0.9995194673538208,0.0002292745339218527,13,Snake_River_Plain,plausible
51,40.64187266666667,-120.90350066666666,48.0,0.999518871307373,0.0002410893066553399,3,Other,plausible
9,35.5059284,-106.2936972,80.0,0.9995171427726746,0.0002610984374769032,5,Rocky_Mountain,implausible
20,38.12959716666666,-112.68509566666667,384.0,0.9995169639587402,0.0002669226087164134,24,Rocky_Mountain,plausible
69,41.76946828571429,-111.89298914285715,112.0,0.9995166063308716,0.00030329590663313866,7,Rocky_Mountain,implausible
1,32.32950090909091,-106.58707672727273,176.0,0.9995162487030029,0.00026212891680188477,11,Rocky_Mountain,implausible
40,39.92431254545455,-118.49279190909093,176.0,0.9995133876800537,0.0003518354787956923,11,Other,plausible
103,44.302190800000005,-111.20949599999999,80.0,0.9995131492614746,0.00025742853176780045,5,Snake_River_Plain,plausible
48,40.59971316,-118.75018043999998,400.0,0.9995108246803284,0.0002689037937670946,25,Other,implausible
11,35.665230333333334,-117.86239666666667,96.0,0.9995107054710388,0.000252881261985749,6,Basin_and_Range,plausible
53,40.91136733333334,-115.39980533333335,96.0,0.9995102286338806,0.00035841751378029585,6,Basin_and_Range,plausible
71,41.9234644,-111.537842,80.0,0.9995101690292358,0.00024884953745640814,5,Rocky_Mountain,implausible
81,42.41753575,-115.149641,64.0,0.9995093941688538,0.0002743024961091578,4,Snake_River_Plain,plausible
23,37.99485133333334,-107.37880333333332,48.0,0.9995090961456299,0.00022947227989789099,3,Rocky_Mountain,implausible
85,42.618159,-118.870887,48.0,0.9995090961456299,0.00037754359073005617,3,Other,plausible
33,39.05884872222222,-123.30615422222223,288.0,0.9995080232620239,0.0003005181788466871,18,Other,plausible
94,43.532438666666664,-117.07801722222221,144.0,0.9995068311691284,0.00025968195404857397,9,Other,plausible
13,36.06647633333333,-107.03482000000001,48.0,0.9995002746582031,0.00031227778526954353,3,Rocky_Mountain,implausible
75,42.42395199999999,-118.02433628571428,224.0,0.999499499797821,0.00031479416065849364,14,Other,plausible
26,38.342197444444444,-122.37323866666667,144.0,0.9994990229606628,0.0003191727155353874,9,Other,plausible
43,40.186025117647056,-115.27932270588235,272.0,0.9994982481002808,0.0003206538094673306,17,Basin_and_Range,plausible
74,42.255838375,-112.32938625,128.0,0.9994980096817017,0.0002450698520988226,8,Snake_River_Plain,plausible
56,41.4439896875,-118.08715771874999,512.0,0.9994978904724121,0.0002902803826145828,32,Other,implausible
12,36.05340854545454,-106.12653981818181,176.0,0.999497652053833,0.0003145029186271131,11,Rocky_Mountain,implausible
5,32.7966235,-112.79258749999998,64.0,0.9994971752166748,0.00022652224288322031,4,Rocky_Mountain,implausible
90,42.96550500000001,-118.226706,80.0,0.9994955062866211,0.00030000152764841914,5,Other,plausible
22,38.00356127272727,-114.60381890909092,176.0,0.9994949102401733,0.00024583248887211084,11,Basin_and_Range,plausible
61,41.446075285714294,-119.10318285714285,112.0,0.9994945526123047,0.0003322612028568983,7,Other,implausible
101,43.88777166666666,-111.94436333333333,48.0,0.9994935393333435,0.00033959015854634345,3,Snake_River_Plain,plausible
68,41.7797344,-113.71430319999999,80.0,0.9994932413101196,0.00038621219573542476,5,Basin_and_Range,plausible
100,43.83986166666667,-114.69620666666667,48.0,0.9994929432868958,0.0002928399189841002,3,Snake_River_Plain,plausible
6,34.02551040000001,-117.78578499999999,80.0,0.9994899034500122,0.0002513992949388921,5,Basin_and_Range,plausible
16,37.57563825,-118.245465,64.0,0.9994896650314331,0.0003337085072416812,4,Other,plausible
59,41.258714,-119.50412483333332,96.0,0.999488115310669,0.0002804777177516371,6,Other,implausible
54,41.11360276923077,-116.15993246153845,208.0,0.999487578868866,0.0003082323237322271,13,Basin_and_Range,plausible
86,43.02159512195122,-116.40352929268292,656.0,0.9994874596595764,0.0002990246575791389,41,Other,plausible
36,39.1297155,-122.94784124999998,64.0,0.9994874000549316,0.00031899832538329065,4,Other,plausible
82,42.60977475,-115.67499155,320.0,0.9994874000549316,0.0002555444953031838,20,Snake_River_Plain,plausible
95,43.53144066666667,-119.33213483333333,192.0,0.9994848370552063,0.0003179841733071953,12,Other,plausible
15,37.66383618181819,-117.12610795454545,352.0,0.9994828701019287,0.00030662433709949255,22,Basin_and_Range,plausible
98,43.684152499999996,-116.60374,64.0,0.9994822144508362,0.0002554576494731009,4,Other,plausible
83,42.43849533333333,-113.77372000000001,48.0,0.9994800686836243,0.00028673207270912826,3,Snake_River_Plain,plausible
99,43.75601875,-114.31705,64.0,0.9994796514511108,0.00014914771600160748,4,Snake_River_Plain,plausible
32,38.85124016666667,-116.75227866666667,96.0,0.9994781017303467,0.00025150153669528663,6,Basin_and_Range,plausible
52,40.605941333333334,-111.897455,48.0,0.9994774460792542,0.000353592709871009,3,Rocky_Mountain,implausible
78,42.30674366666666,-122.16997666666667,48.0,0.999476969242096,0.00031168817076832056,3,Cascades,plausible
57,41.31261154545455,-117.38409354545456,176.0,0.9994747638702393,0.0002981189463753253,11,Basin_and_Range,plausible
66,41.7348195,-119.20705,64.0,0.9994741678237915,0.00029387293034233153,4,Other,implausible
64,41.46832,-115.39980533333333,48.0,0.9994695782661438,0.0002863156551029533,3,Basin_and_Range,plausible
91,43.05277014285714,-119.49184000000001,112.0,0.9994694590568542,0.00036859375541098416,7,Other,plausible
21,37.95891766666667,-122.52959133333333,48.0,0.9994640350341797,0.00022744270972907543,3,Other,implausible
7,34.928614333333336,-116.41611333333333,48.0,0.9994628429412842,0.0002174519031541422,3,Basin_and_Range,plausible
10,35.66223599999999,-120.41489250000001,64.0,0.9994625449180603,0.0002811686717905104,4,Other,implausible
77,42.27080966666666,-118.98033516666668,96.0,0.9994602203369141,0.00030306458938866854,6,Other,plausible
37,39.04886775,-106.04978525,64.0,0.9994600415229797,0.0003458695427980274,4,Rocky_Mountain,implausible
30,38.59612,-117.88897899999999,80.0,0.9994565844535828,0.00037345412420108914,5,Basin_and_Range,plausible
28,38.306264666666664,-108.08239700000001,48.0,0.9994549751281738,0.00020296912407502532,3,Rocky_Mountain,implausible
4,32.706791833333334,-109.07525016666666,96.0,0.9994496703147888,0.00034375276300124824,6,Rocky_Mountain,implausible
104,45.3909455,-111.268129,64.0,0.9994486570358276,0.0002743266522884369,4,Snake_River_Plain,plausible
8,35.141215249999995,-116.9086325,64.0,0.9994463324546814,0.00023219455033540726,4,Basin_and_Range,plausible
17,37.683435,-115.18716500000001,80.0,0.999445915222168,0.0003488888032734394,5,Basin_and_Range,plausible
3,32.60258700000001,-109.605296,80.0,0.9994457364082336,0.0002624955086503178,5,Rocky_Mountain,implausible
62,41.396454,-116.96335333333333,48.0,0.9994454383850098,0.00024978784495033324,3,Basin_and_Range,plausible
87,42.67804575,-120.9894965,64.0,0.9994438886642456,0.00029372062999755144,4,Cascades,plausible
92,43.032237285714295,-118.67432642857143,112.0,0.9994373917579651,0.0003759610408451408,7,Other,plausible
97,43.576355,-117.63568199999999,48.0,0.9994304776191711,0.0003360949922353029,3,Other,plausible
34,38.953048333333335,-118.917792,48.0,0.9994294047355652,0.0002981226716656238,3,Other,plausible
