method,holdout_mean_pct,holdout_top10_capture,nc3_mean_pct,iou_top1_vs_GPN
GeoProspectNet,97.73318417547802,1.0,1.2158807475177986,1.0
LR,97.19610422210926,0.9545454545454546,40.080733631357724,0.16273291925465838
enLR,96.75807440704654,0.9090909090909091,37.10923822189464,0.15023041474654378
XGB,95.95436022107602,0.9090909090909091,34.37825062889554,0.0755530020109164
enXGB,95.51931647635932,0.8181818181818182,31.141305218631327,0.07741007194244605
SVM,96.02454501270414,0.9090909090909091,37.25090128342761,0.07772020725388601
enSVM,95.3265085845881,0.9090909090909091,40.81942819908884,0.023510114816839803
ANN,95.62074576014426,0.9090909090909091,37.674085230701856,0.056433408577878104
