bin_low,bin_high,n,mean_pred,obs_freq
0.0,0.1,26213,0.00036687302053906024,0.0
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,0,,
0.4,0.5,0,,
0.5,0.6000000000000001,0,,
0.6000000000000001,0.7000000000000001,0,,
0.7000000000000001,0.8,0,,
0.8,0.9,0,,
0.9,1.0,1370,0.9936766028404236,1.0
